,COMPLAINT ID,COMPLAINT TYPE,ADDRESS,Neighborhood,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION,Community Area Number,PERCENT OF HOUSING CROWDED,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA,PERCENT AGED UNDER 18 OR OVER 64,PER CAPITA INCOME ,HARDSHIP INDEX
42,DOECOMP8182,Air Pollution Work Order,"201 E 70TH ST, CHICAGO, IL",Greater Grand Crossing,201,,E,70TH,ST,122,12/03/2010,RESIDENTIAL BLDG.                   TEARING DOWN BLDG CAUSING DUST ALL OVER THE AREA.  I SPOKE WITH THE OPERATOR ABOUTMINIMIZE THE DUST. DUE TO SUBFREEZING TEMPS WATER WAS NOT BEING USED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,69.0,3.6,29.6,23.0,16.5,41.0,17285,66.0
43,DOECOMP37611,Air Pollution Work Order,"315 E 75TH ST, CHICAGO, IL",Greater Grand Crossing,315,,E,75TH,ST,81,01/28/2010,LEM'S BBQ                           SMOKE AND ODORS COMING FROM FACILITY. MONITORING PERIOD DETECTED NO COOKING ODOR OR VISIBLE SMOKE EMPLOYEE ACKNOWLEDGED SOME SMOKE OCCURS WHEN PIT IS STOKED WITH WOOD EVERY FEW HOURS (HAD DONE SO APPRX 20 MINUTES PRIOR TO MY ARRIVAL).,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,69.0,3.6,29.6,23.0,16.5,41.0,17285,66.0
44,DOECOMP831,Air Pollution Work Order,"1035 E 75TH ST, CHICAGO, IL",Greater Grand Crossing,1035,,E,75TH,ST,81,06/14/2010,VACANT PROPERTY                     CLOUDS OF CONSTRUCTION DUST ALSO LATE NIGHT CONSTRUCTION. INVESTIGATION DETECTED NO SITE ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,69.0,3.6,29.6,23.0,16.5,41.0,17285,66.0
45,DOECOMP2603,Air Pollution Work Order,"120 W 79TH ST, CHICAGO, IL",Greater Grand Crossing,120,,W,79TH,ST,82,09/13/2010,79TH ST BBQ                         CALLER STATES THAT VERY STRONG SMOKE AND ODORS COMING FROM FACILITY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,69.0,3.6,29.6,23.0,16.5,41.0,17285,66.0
46,DOECOMP9187,Air Pollution Work Order,"210 E 79TH ST, CHICAGO, IL",Greater Grand Crossing,210,,E,79TH,ST,14,10/19/2010,WILBERT NEWSOME                     CALLER STATES THAT WORKERS ARE SPRAYPAINTING WITHOUT A SPRAY BOOTH CAUSING STRONG FUMES. RESPONDENT WAS SPRAY PAINTING VEHICLE AND THUS CAUSED AIR POLLUTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,69.0,3.6,29.6,23.0,16.5,41.0,17285,66.0
47,DOECOMP40142,Air Pollution Work Order,"850 E 79TH ST, CHICAGO, IL",Greater Grand Crossing,850,,E,79TH,ST,81,10/25/2010,LOT                                 DEMOLITION OF BRICK FENCE CAUSING HEAVY DUST. ARRIVAL TO SITE FOUND NO DEMOLITION ACTIVITY HOWEVER I DID OBSERVE PILES OF MASONRY WASTE WITHIN THE LOT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,69.0,3.6,29.6,23.0,16.5,41.0,17285,66.0
48,DOECOMP8828,Air Pollution Work Order,"2056 E 71ST ST, CHICAGO, IL",South Shore,2056,,E,71ST,ST,81,11/16/2010,JEFFERY FOODS                       FOUL ODORS. ARRIVAL TO SITE AND SUBSEQUENT INVESTIGATION DETERMINED COMPLAINANT WAS CONCERNED ABOUT ODOR INSIDE OF STORE. (SHE STATED POSSIBLY SPOILED MEAT). COMPLAINANT WAS ADVISED THAT DOE DOES NOT HANDLE THESE TYPE COMPLAINTS AND INSTRUCTED HER TO CONTACT THE CITY'S HEALTH AND CONSUMER SERVICES DEPARTMENTS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,43.0,2.8,31.1,20.0,14.0,35.7,19398,55.0
49,DOECOMP9704,Air Pollution Work Order,"2120 E 75TH ST, CHICAGO, IL",South Shore,2120,,E,75TH,ST,81,02/11/2010,SECOND TIME AROUND                  USE OF WOOD BURNING STOVE CAUSING STRONG SMOKE ODORS. GROUND LEVEL PROPERTY IS A RESALE SHOP. NO ANSWER AT DOOR UNABLE TO DETECT SMOKE ODOR OR VISIBLE EMISSIONS RELATED TO THIS COMPLAINT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,43.0,2.8,31.1,20.0,14.0,35.7,19398,55.0
50,DOECOMP5583,Air Pollution Work Order,"1536 E 75TH ST, CHICAGO, IL",South Shore,1536,,E,75TH,ST,81,08/17/2010,MARKET FISH LIVE                    STRONG FISH ODOR FROM WASTE. THIS INVESTIGATION DETECTED NO STRONG UNUSUAL OR RELATED ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,43.0,2.8,31.1,20.0,14.0,35.7,19398,55.0
51,DOECOMP30656,Air Pollution Work Order,"7034 S CLYDE AVE, CHICAGO, IL",South Shore,7034,,S,CLYDE,AVE,85,06/14/2010,CALLER SAYS REHAB TAKING PLACE INSIDE OF BLDG. DUST AND LOUD NOISE. OBSERVED NO WORK BEING DONE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,43.0,2.8,31.1,20.0,14.0,35.7,19398,55.0
52,DOECOMP40284,Air Pollution Work Order,"7814 S CORNELL AVE, CHICAGO, IL",South Shore,7814,,S,CORNELL,AVE,85,09/16/2010,RESIDENTIAL BLDG.                   DOING INTERIOR WORK CAUSING DUST ALL OVER THE AREA. OBSERVED NO WORKERS ON SITE NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,43.0,2.8,31.1,20.0,14.0,35.7,19398,55.0
53,DOECOMP30218,Air Pollution Work Order,"6826 S MERRILL AVE, CHICAGO, IL",South Shore,6826,,S,MERRILL,AVE,85,09/14/2010,RESIDENTIAL BLDG.                   2ND FLR IN THE BLDG KITCHEN CEILING WAS PULLED DOWN AND CEILING IS OPEN AND THERE IS A LOT OF DUST AND CALLER WOULD LIKE CEILING TESTED FOR ASBESTOS. NO ACCESS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,43.0,2.8,31.1,20.0,14.0,35.7,19398,55.0
54,DOECOMP26226,Air Pollution Work Order,"5490 S SOUTH SHORE DR, CHICAGO, IL",South Shore,5490,,S,SOUTH SHORE,DR,35,06/25/2010,CALLER STATES THAT WORKERS ARE SANDBLASTING CAUSING DUST ALL OVER THE AREA. NO SANDBLASTING OR GRINDING GOING ON AT THE TIME OF INSPECTION. SPOKE WITH FOREMAN HE STATED THAT THEY ARE REPLACING THE WINDOWS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,43.0,2.8,31.1,20.0,14.0,35.7,19398,55.0
55,DOECOMP11732,Air Pollution Work Order,"250 W 83RD ST, CHICAGO, IL",Chatham,250,,W,83RD,ST,69,07/23/2010,AMERICAN DEMOLITION CO.             CALLER SAYS DEMOILTION IS TAKING PLACE AT ABOVE LOCATION LOTS OF DUST BEING EMITTED INTO THE AIR. I ADVISED THE SITE FOREMAN TO MOVE THE CRUSHER TO A DIFFERENT LOCATION THAT WAS FARATHER AWAY FROM THE FENCE SEPARATING THE BUSINESS ON THE EASE SIDE OF THE CRUSHING SITE AND FURTHER AWAY FROM THE PUBLIC WALK WAY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,44.0,3.3,27.8,24.0,14.5,40.3,18881,60.0
56,DOECOMP19153,Air Pollution Work Order,"401 E 87TH ST, CHICAGO, IL",Chatham,401,,E,87TH,ST,121,03/11/2010,PHILLIPS 66                         RESIDENTS COMPLAINS ABOUT GAS LEAKS FROM GAS STATION VERY STRONG ODORS. OWNER WAS ASKED THAT A SPECTIAL WASTE HAULER COME OUT AND HAVE THE WATER REMOVED. ALL MINOR REPAIR WAS FIXED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,44.0,3.3,27.8,24.0,14.5,40.3,18881,60.0
57,DOECOMP31089,Air Pollution Work Order,"722 E 87TH PL, CHICAGO, IL",Chatham,722,,E,87TH,PL,35,09/13/2010,BECHSTEIN DEMOLITION                DUST COMING FROM CONSTRUCTION OPERATIONS. OBSERVED NO DUST EMISSIONS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,44.0,3.3,27.8,24.0,14.5,40.3,18881,60.0
58,DOECOMP33866,Air Pollution Work Order,"9209 S CALUMET AVE, CHICAGO, IL",Chatham,9209,,S,CALUMET,AVE,77,03/26/2010,RESIDENTIAL BLDG.                   BURNT ODOR FROM HEAT AND EXCESSIVE COMING FROM GENERATOR. NO EVIDENT OF GENERATOR RUNNING AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,44.0,3.3,27.8,24.0,14.5,40.3,18881,60.0
59,DOECOMP33486,Air Pollution Work Order,"8560 S COTTAGE GROVE AVE, CHICAGO, IL",Chatham,8560,,S,COTTAGE GROVE,AVE,81,02/10/2010,TARGET                              SMOKE POSSIBLE BURNING TRASH. ARRIVAL TO SITE DETECTED NO SIGNS OF OPEN BURNING. FACILITY WAS ABLE TO PRODUCE PROPER DOCUMENTATION FOR LICENSED COMMERCIAL WASTE HAULER ADDITIONAL CANVASSING OF MALL AREA ALSO FOUND NO BURNING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,44.0,3.3,27.8,24.0,14.5,40.3,18881,60.0
60,DOECOMP32329,Air Pollution Work Order,"8206 S COTTAGE GROVE AVE, CHICAGO, IL",Chatham,8206,,S,COTTAGE GROVE,AVE,81,05/19/2010,CURT'S BBQ                          HEAVY SMOKE. INVESTIGATION DETECTED NO DENSE SMOKE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,44.0,3.3,27.8,24.0,14.5,40.3,18881,60.0
61,DOECOMP32047,Air Pollution Work Order,"7613 S COTTAGE GROVE AVE, CHICAGO, IL",Chatham,7613,,S,COTTAGE GROVE,AVE,81,08/19/2010,BARBARA ANN BBQ                     HEAVY SMOKE AND STRONG ODORS COMING FROM FACILITY. THIS MONITORING PERIOD FOUND NO VISIBLE SMOKE EMISSIONS OR STRONG ODOR AT THE TIME OS INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,44.0,3.3,27.8,24.0,14.5,40.3,18881,60.0
62,DOECOMP40386,Air Pollution Work Order,"8700 S DR MARTN LUTHR KING JR DR, CHICAGO, IL",Chatham,8700,,S,DR MARTN LUTHR KING JR,DR,77,01/19/2010,GASOLINE ODOR INSIDE OF COMPLAINANT HOME. NO EVIDENCE OF ODORS AT THE TIME OF INSPECTION. I CHECKED ALL OF THE SEWER DRAINS IN BETWEEN THE GAS STATION AND THE RESIDENCES ALSO THE ONES IN THE ALLEY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,44.0,3.3,27.8,24.0,14.5,40.3,18881,60.0
63,DOECOMP40055,Air Pollution Work Order,"8700 S DR MARTN LUTHR KING JR DR, CHICAGO, IL",Chatham,8700,,S,DR MARTN LUTHR KING JR,DR,119,01/20/2010,H P FUEL 66                         CALLER STATES THAT VERY STRONG GAS ODORS COMING INTO COMPLAINANT HOME. SPOKE WITH MS. HAYES AND NOTICES ODORS INSIDE HOUSE WAS UNABLE TO DETERMINE WHAT ODORS WAS. CHECKED GAS STATION AT 401 E 87TH ST AND FOUND NO APPARENT SIGN OF A LEAK CALLED OUT TO TERRY SHEAHAN AND HE MET ME AT THE SITE. WE WERE UNABLE TO GET READINGS INSIDE PROPERTY OR INSIDE SEWERS. MOHAMMED WILL MONITOR STATIONA ND MR SHEAHAN WILL FOLLOW UP ON FURTHER COMPLAINTS AND GAVE MS. HAYES HIS CONTACT INFORMATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,44.0,3.3,27.8,24.0,14.5,40.3,18881,60.0
64,DOECOMP14359,Air Pollution Work Order,"3001 W 85TH ST, CHICAGO, IL",Ashburn,3001,,W,85TH,ST,81,11/02/2010,RESIDENTIAL BLDG.                   STRONG SMOKE ODOR FROM USE OF FIRE PLACE. ARRIVAL TO SITE DETECTED NO WOOD ODOR OR VISIBLE SMOKE. NO ANSWER AT DOOR LEFT MY BUSINESS CARD FOR OWNER/TENANT TO CONTACT DOE REGARDING THIS COMPLAINT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,70.0,4.0,10.4,11.7,17.7,36.9,23482,37.0
65,DOECOMP32192,Air Pollution Work Order,"7860 S OAKLEY AVE, CHICAGO, IL",Ashburn,7860,,S,OAKLEY,AVE,122,07/26/2010,PUBLIC WAY                          PILE OF SALT WITH BLUE CHEMICAL RUNNING ACROSS STREET. OBSERVED A PILE RUN OFF WAS SEEN MIGRATING ON TO THE PUBLIC WAY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,70.0,4.0,10.4,11.7,17.7,36.9,23482,37.0
66,DOECOMP33294,Air Pollution Work Order,"8522 S PULASKI RD, CHICAGO, IL",Ashburn,8522,,S,PULASKI,RD,81,10/13/2010,RENTAL MAX                          NOISE AND FUMES FROM ENGINES IDLING. FACILITY IS TOOL RENTAL COMPANY. THIS INVESTIGATION FOUND THE FACILITY OPEN FOR BUSINESS AND NONE OF THE EQUIPMENT ON SITE IDLING OR CAUSING STRONG FUMES AS REPORTED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,70.0,4.0,10.4,11.7,17.7,36.9,23482,37.0
67,DOECOMP32039,Air Pollution Work Order,"7967 S TRIPP AVE, CHICAGO, IL",Ashburn,7967,,S,TRIPP,AVE,85,02/09/2010,RESIDENTIAL BLDG.                   REHAB ENTIRE BLDG NO PERMIT. NO ACTIVITY OR WORK BEING DONE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,70.0,4.0,10.4,11.7,17.7,36.9,23482,37.0
68,DOECOMP6905,Air Pollution Work Order,"1733 E 87TH ST, CHICAGO, IL",Calumet Heights,1733,,E,87TH,ST,14,12/16/2010,PERUSO CLEANERS                     VERY STRONG FUMES ODORS COMING FROM FACILITY. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,48.0,2.1,11.5,20.0,11.0,44.0,28887,38.0
69,DOECOMP6736,Air Pollution Work Order,"1701 E 95TH ST, CHICAGO, IL",Calumet Heights,1701,,E,95TH,ST,81,08/31/2010,BURGER KING                         VERY HEAVY SMOKE. THIS INVESTIGATION MONITORING PERIOD DETECTED NO VISIBLE SMOKE EMISSIONS. FACILITY WAS COOKING DURING THIS VISIT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,48.0,2.1,11.5,20.0,11.0,44.0,28887,38.0
70,DOECOMP22235,Air Pollution Work Order,"4504 W ADDISON ST, CHICAGO, IL",Irving Park,4504,,W,ADDISON,ST,120,07/06/2010,FACTORY                             VERY STRONG CHEMICAL ODORS COMING FROM ABOVE LOCATION BURN NOSE AND YOU CAN TASTE IT IN YOUR MOUTH. OBSERVED  A FAINT ODOR DIRECTLY TO THE BLDG WHERE THE WINDOWS WERE OPEN.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,16.0,6.3,13.1,10.0,22.4,31.6,27249,34.0
71,DOECOMP16893,Air Pollution Work Order,"3448 W BELLE PLAINE AVE, CHICAGO, IL",Irving Park,3448,3454.0,W,BELLE PLAINE,AVE,135,09/01/2010,RESIDENTIAL BLDG.                   SANDBLASTING CAUSING DUST ALL OVER THE AREA. NO EVIDENCE OF SANDBLASTING OR DUST AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,16.0,6.3,13.1,10.0,22.4,31.6,27249,34.0
72,DOECOMP21450,Air Pollution Work Order,"4404 W BERTEAU AVE, CHICAGO, IL",Irving Park,4404,,W,BERTEAU,AVE,81,10/13/2010,KOCH FOODS                          CALLER STATES THAT VERY STRONG ODORS COMING FROM FACILITY. INVESTIGATION DETECTED NO FOUL OR UNUSUAL ODOR IS IMMEDIATE OR SURROUNDING AREAS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,16.0,6.3,13.1,10.0,22.4,31.6,27249,34.0
73,DOECOMP21472,Air Pollution Work Order,"4359 N CALIFORNIA AVE, CHICAGO, IL",Irving Park,4359,,N,CALIFORNIA,AVE,135,10/22/2010,HORNER PARK                         CALLER STATES THAT WORKERS ARE BREAKING UP CONCRETE WITH OUT USING A WET SAW CAUSING DUST ALL OVER THE AREA. OBSERVED NO DUST AND NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,16.0,6.3,13.1,10.0,22.4,31.6,27249,34.0
74,DOECOMP20681,Air Pollution Work Order,"4172 N ELSTON AVE, CHICAGO, IL",Irving Park,4172,,N,ELSTON,AVE,82,05/26/2010,STRIPP JOINT                        VERY STRONG SMELL OF TURPENTINE COMING FROM BUSINESS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,16.0,6.3,13.1,10.0,22.4,31.6,27249,34.0
75,DOECOMP22570,Air Pollution Work Order,"4580 N ELSTON AVE, CHICAGO, IL",Irving Park,4580,,N,ELSTON,AVE,81,11/02/2010,WAREHOUSE                           TRACTOR TRAILER IDLING EVERY NIGHT CAUSING STRONG FUMES. THIS INVESTIGATION FOUND NO TRACTOR TRAILER TRUCKS IDLING ENGINES AT THIS LOCATION OR IN IMMEDIATE AND SURROUNDING AREAS. I ONLY OBSERVED A DETACHED TRAILER PARKED ON THE LOT AT THIS ADDRESS. (SEE PHOTO).,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,16.0,6.3,13.1,10.0,22.4,31.6,27249,34.0
76,DOECOMP30265,Air Pollution Work Order,"700 W ADDISON ST, CHICAGO, IL",Lake View,700,,W,ADDISON,ST,120,12/13/2010,PARKING GARAGE                      DOING WORK ON 2ND FLOOR PARKING GARAGE VERY STRONG FUMES. OBSERVED A SLIGHTLY ODORS IN THE AIR.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,6.0,1.1,11.4,4.7,2.6,17.0,60058,5.0
77,DOECOMP37817,Air Pollution Work Order,"3300 N ASHLAND AVE, CHICAGO, IL",Lake View,3300,,N,ASHLAND,AVE,120,08/20/2010,"WHOLE FOODS                         THE SMELL (ODORS) IS SIMILAR TO SEWAGE, BUT SEEMS MUCH STRONGER AND UNBEARABLE. DETECTED NO ODORS AT THE TIME OF INSPECTION.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,6.0,1.1,11.4,4.7,2.6,17.0,60058,5.0
78,DOECOMP34990,Air Pollution Work Order,"1032 W BARRY AVE, CHICAGO, IL",Lake View,1032,,W,BARRY,AVE,120,08/30/2010,WOJ CONSTRUCTION INC.               DUST COMING FROM CONSTRUCTION ON THE BLDG ON CORNER SANDING THE BRICKS AND DUST IS COVERING THE PEDESTRIANS BELOW. FOUND HAD PERMIT FOR GRINDING ALSO FOUND DUST ON PUBLIC WAY AND CARS FROM GRINDING. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN CONNECTION WITH A BUSINESS. RESPONDENT IMPROPERLY HANDLED MATERIAL SUSCEPTIBLE TO BECOMING WINDBOURNE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,6.0,1.1,11.4,4.7,2.6,17.0,60058,5.0
79,DOECOMP24982,Air Pollution Work Order,"510 W BELMONT AVE, CHICAGO, IL",Lake View,510,,W,BELMONT,AVE,120,09/10/2010,ZERA CONSTRUCTION                   CALLER SAYS THERE IS A VERY LOUD NOISE WITH CEMENT AND DEBRIS IS COMING FROM A 3 STORY CAR GARAGE. OBSERVED EXCESSIVE DUST AND BLACK BEAUTY ALL OVER THE AREA. RESPONDENT FAILED TO DISPOSE OF DUST AND BLACK BEAUTY FROM SANDBLASTING IN A TIMELY MANNER. RESPONDENT FAILED TO MINIMIZE DUST AND PARTICULATE MIGRATION FROM  SANDBLASTING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,6.0,1.1,11.4,4.7,2.6,17.0,60058,5.0
80,DOECOMP25009,Air Pollution Work Order,"510 W BELMONT AVE, CHICAGO, IL",Lake View,510,,W,BELMONT,AVE,120,09/23/2010,ZERA CONSTRUCTION                   CALLER STATES THAT WORKERS ARE SANDBLASTING CAUSING DUST ALL OVER THE AREA. RESPONDENT ACUASED AND ALLOWED A NUISANCE IN CONNECTION WITH A BUSINESSS. RESPONDENT FAILED TO CONTAIN PARTICULATES FROM SANDBLASTING OPERATIONS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,6.0,1.1,11.4,4.7,2.6,17.0,60058,5.0
81,DOECOMP33720,Air Pollution Work Order,"930 W BELMONT AVE, CHICAGO, IL",Lake View,930,,W,BELMONT,AVE,81,11/29/2010,CLARKE'S RESTAURANT                 SMOKE AND ODORS. NO VISIBLE SMOKE OR RELATED ODOR DETECTED DURING THIS INVESTIGATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,6.0,1.1,11.4,4.7,2.6,17.0,60058,5.0
82,DOECOMP6714,Air Pollution Work Order,"1636 W MELROSE ST, CHICAGO, IL",Lake View,1636,,W,MELROSE,ST,120,06/24/2010,ALLEY                               CALLER STATES THAT VERY STRONG CHEMICALS COMING FROM ABOVE LOCATION. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,6.0,1.1,11.4,4.7,2.6,17.0,60058,5.0
83,DOECOMP37395,Air Pollution Work Order,"3751 W ARMITAGE AVE, CHICAGO, IL",Logan Square,3751,,W,ARMITAGE,AVE,85,04/01/2010,RESIDENTIAL BLDG.                   COMPANY DOING TUCKPOINTING LOT OF CEMENT CAUSING DUST ALSO GRINDING THE BRICKS. NO WORKERS ON SITE NO ACTIVITY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,22.0,3.2,16.8,8.2,14.8,26.2,31908,23.0
84,DOECOMP36252,Air Pollution Work Order,"2020 N ASHLAND AVE, CHICAGO, IL",Logan Square,2020,,N,ASHLAND,AVE,120,06/07/2010,FACTORY                             VERY STRONG ODORS COMING FROM ABOVE FACILITY EAST SIDE OF STREET. OBSERVED ODORS COMING FROM HORWEEN TANNERY AT 2015 N ASHLAND.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,22.0,3.2,16.8,8.2,14.8,26.2,31908,23.0
