,COMPLAINT ID,COMPLAINT TYPE,ADDRESS,Neighborhood,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION,Community Area Number,PERCENT OF HOUSING CROWDED,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA,PERCENT AGED UNDER 18 OR OVER 64,PER CAPITA INCOME ,HARDSHIP INDEX
170,DOECOMP21130,Air Pollution Work Order,"4310 S SHIELDS AVE, CHICAGO, IL",New City,4310,,S,SHIELDS,AVE,81,03/30/2010,"CM STONE WORKS                      THIS COMPANY IS CAUSING EXCESSIVE DUST EMISSIONS ON CARS. ARRIVAL TO LOCATION FOUND THE FACILITY CLOSED WITH NO ANSWER AT ENTRANCE. AN ASSESSMENT OF THE IMMEDIATE AND SURROUNDING AREAS, INCLUDING PARKED VEHICLES, FOUND NO EXCESSIVE DUST AS REPORTED.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,61.0,11.9,29.0,23.0,41.5,38.9,12765,91.0
171,DOECOMP37856,Air Pollution Work Order,"4234 S WELLS ST, CHICAGO, IL",New City,4234,,S,WELLS,ST,81,12/21/2010,RESIDENTIAL BLDG.                   SMOKE BETWEEN 5 - 6 PM. RESPONDENT FACILITY IS A BOARDED UP VACANT HOUSE. THIS INVESTIGATION FOUND THE PROPERTY SECURED AND PAD LOCKED. NO SMOKE WAS DETECTED IN THE IMMEDIATE AND SURROUNDING AREAS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,61.0,11.9,29.0,23.0,41.5,38.9,12765,91.0
172,DOECOMP23413,Air Pollution Work Order,"4800 S WESTERN AVE, CHICAGO, IL",New City,4800,,S,WESTERN,AVE,81,04/05/2010,DEMO SITE                           THIS SITE CAUSING TOO MUCH DUST. NO DUST DETECTED BLOWING OFF SITE. THE GROUND WERE DAMP FROM RECENT RAIN. INVESTIGATION DID FIND SECTIONS OF CONSTRUCTION FENCING DOWN IN THE 2400 BLOCK OF WEST 48TH ST.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,61.0,11.9,29.0,23.0,41.5,38.9,12765,91.0
173,DOECOMP23925,Air Pollution Work Order,"5001 S WESTERN AVE, CHICAGO, IL",New City,5001,,S,WESTERN,AVE,9,08/23/2010,DMB AUTO REPAIR                     AUTO REPAIR SPRAY PAINTING WITHOUT A SPRAY BOOTH CAUSING ODORS. OBSERVED NO ODORS DETECTED FROM FACILITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,61.0,11.9,29.0,23.0,41.5,38.9,12765,91.0
174,DOECOMP19890,Air Pollution Work Order,"4030 S WESTERN AVE, CHICAGO, IL",New City,4030,,S,WESTERN,AVE,81,09/20/2010,LAVANDERIA                          CHEMICAL ODOR. THIS INVESTIGATION DETECTED NO VISIBLE EMISSIONS EMANATING FROM THIS FACILITY. NO CHEMICAL OR UNUSUAL ODOR WAS APPARENT AT THE PERIMETER OR IN THE IMMEDIATE/SURROUNDING AREAS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,61.0,11.9,29.0,23.0,41.5,38.9,12765,91.0
175,DOECOMP22509,Air Pollution Work Order,"4500 S WOLCOTT AVE, CHICAGO, IL",New City,4500,,S,WOLCOTT,AVE,137,05/17/2010,7 D CONSTRUCTION                    FACILITY TRUCKS ARE START UP AT 5 AM EVERY MORNING AT LEAST 40 TRUCKS CAUSING STRONG FUMES FROM IDLING. OBSERVED TRUCK IDLING UPON ARRIVAL. TRUCK DEPARTED SITE AFTER APPRX 3 MINS. NO EXCESSIVE FUMES WERE DETECTED AT THIS TIME. NO EXCESSIVE IDLING WAS IN PROGRESS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,61.0,11.9,29.0,23.0,41.5,38.9,12765,91.0
176,DOECOMP23882,Air Pollution Work Order,"4951 W DIVERSEY AVE, CHICAGO, IL",Belmont Cragin,4951,4953.0,W,DIVERSEY,AVE,82,08/04/2010,ALEX DELI                           THICK SMOKE COMING FROM THE CHIMNEY AT ABOVE LOCATION. OBSERVED NO SMOKE OR ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,19.0,10.8,18.7,14.6,37.3,37.3,15461,70.0
177,DOECOMP23624,Air Pollution Work Order,"4908 W FULLERTON AVE, CHICAGO, IL",Belmont Cragin,4908,,W,FULLERTON,AVE,14,06/07/2010,FIRST CHOICE CUSTOM IRON            PAINT FUMES COMING FROM ABOVE LOCATION CAUSING STRONG ODORS. I OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,19.0,10.8,18.7,14.6,37.3,37.3,15461,70.0
178,DOECOMP38860,Air Pollution Work Order,"5221 N ELSTON AVE, CHICAGO, IL",Jefferson Park,5221,,N,ELSTON,AVE,9,08/22/2010,RESIDENTIAL BLDG.                   A RESIDENT AT ADDRESS LOCATION CLEANS THEIR BOAT WITH ACETONE. THE ODORS PERMEATE THE AREA AND COMPLAINANT STATES IT IS ENTERING INTO HOMES. OZBSERVED A BOAT ON A TRAILER IN REAR OF THE PREMISES APPEARED IT HAVE BEEN RECENTLY SPRAY PAINTED WITH GRAY PRIMER. NO ONE AVAILABLE AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,11.0,2.7,8.6,12.4,13.4,35.5,27751,25.0
179,DOECOMP21873,Air Pollution Work Order,"4500 N ELSTON AVE, CHICAGO, IL",Jefferson Park,4500,,N,ELSTON,AVE,9,09/14/2010,O'DONNELL'S PUB & GRILL             VERY STRONG PAINT FUMES COMING FROM FACILITY. I WALK UP AND DOWN THE BLOCK AND NOTICE 6 MVR FACILITY OBSERVED NO ODORS OR SPRAYPAINTING AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,11.0,2.7,8.6,12.4,13.4,35.5,27751,25.0
180,DOECOMP21639,Air Pollution Work Order,"4460 N ELSTON AVE, CHICAGO, IL",Jefferson Park,4460,,N,ELSTON,AVE,14,09/15/2010,AUTO PLUS                           CALLER STATES THAT VERY STRONG PAINT FUMES COMING FROM FACILITY. NO EVIDENCE OF PAINT FUMES AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,11.0,2.7,8.6,12.4,13.4,35.5,27751,25.0
181,DOECOMP38916,Air Pollution Work Order,"5014 W STRONG ST, CHICAGO, IL",Jefferson Park,5014,,W,STRONG,ST,81,04/06/2010,RESIDENTIAL BLDG.                   FIRE PIT BURNING CAUSING SMOKE. INVESTIGATION FOUND NO OPEN BURNING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,11.0,2.7,8.6,12.4,13.4,35.5,27751,25.0
182,DOECOMP25709,Air Pollution Work Order,"5355 W WILSON AVE, CHICAGO, IL",Jefferson Park,5355,,W,WILSON,AVE,9,10/06/2010,PARKWAY                             OWNER PUT ACID OR POSION TRYING TO KILL 2 CITY TREES. I DETECTED NO EVIDENCE OF CHEMICAL DUMPING AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,11.0,2.7,8.6,12.4,13.4,35.5,27751,25.0
183,DOECOMP28083,Air Pollution Work Order,"6135 N ELSTON AVE, CHICAGO, IL",Norwood Park,6135,,N,ELSTON,AVE,9,10/22/2010,RESIDENTIAL GARAGE                  CALLER STATES THT WORKERS ARE WELDING IN GARAGE CAUSING STRONG FUMES WITH DOOR OPEN. OVERHEAD GARAGE DOOR WAS OPEN AND I DETECTED NO FUMES OR ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,10.0,2.0,5.4,9.0,11.5,39.5,32875,21.0
184,DOECOMP28985,Air Pollution Work Order,"6300 N MERRIMAC AVE, CHICAGO, IL",Norwood Park,6300,,N,MERRIMAC,AVE,32,08/30/2010,FACTORIES                           HEAVY GARLIC ODORS FROM MORNING/NIGHT COUPLE BLOCKS SOUTH OF FACTORIES. NO ODORS O VISIBLE EMISSIONS WERE LOCATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,10.0,2.0,5.4,9.0,11.5,39.5,32875,21.0
185,DOECOMP27681,Air Pollution Work Order,"5927 N MILWAUKEE AVE, CHICAGO, IL",Norwood Park,5927,,N,MILWAUKEE,AVE,14,01/07/2010,EUROPEAN SPA NAILS & MASSAGES       VERY STRONG ODORS COMING FROM ABOVE LOCATION. I CANVASSED THE BLDG OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,10.0,2.0,5.4,9.0,11.5,39.5,32875,21.0
186,DOECOMP27682,Air Pollution Work Order,"5927 N MILWAUKEE AVE, CHICAGO, IL",Norwood Park,5927,,N,MILWAUKEE,AVE,32,01/13/2010,EUROPEAN SPA                        SMOKE FROM SPA. THEY HAVE 13 VENTS SMELLS LIKE DIRTY CARDBOARD. NO ODORS WERE OBSERVED STEAM GENERATORS WERE OPERATIONAL. FACILITY IS IN COMPLIANCE AND VERY CLEAN. ALDERMAN'S OFFICE WAS NOTIFIED ABOUT DOE FINDINGS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,10.0,2.0,5.4,9.0,11.5,39.5,32875,21.0
187,DOECOMP39797,Air Pollution Work Order,"5948 N NORTHWEST HWY, CHICAGO, IL",Norwood Park,5948,,N,NORTHWEST,HWY,81,04/01/2010,GERBER AUTO COLLISION               COMPLAINANT SYAS THIS FACILITY PAINTS WITH DOOR OPEN BETWEEN 6 - 8 PM STRONG ODOR. ARRIVAL TO LOCATION FOUND (2) OVER HEAD BAY DOORS OPEN ON THE EAST SIDE OF FACILITY AND (1) OVER HEAD DOOR OPEN ON THE WEST. AT APPRX 6:55 PM. I WITNESSED THE SPRAY BOOTH DOOR CLOSE. AT APPRX 7:20 PM I OBSERVED A MADE INDIVIDUAL EXIT THE SPRAY BOOTH WITH SPRAY GUN IN HAND SQUIRT A COUPLE BURSTS. I APPROACHED AND HE INFORMED ME THAT IT WAS ONLY RESIDUAL 'AIR' FROM CLEANING  THE GUN I INFORMED HIM THAT ALL CLEANING SHOULD BE DONE INSIDE THE SPRAY BOOTH. I WILL SPEAK WITH FACILITY MANAGER ON 4/2/2010 REGARDING THIS COMPLAINT RESPONSE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,10.0,2.0,5.4,9.0,11.5,39.5,32875,21.0
188,DOECOMP27351,Air Pollution Work Order,"5810 N NORTHWEST HWY, CHICAGO, IL",Norwood Park,5810,,N,NORTHWEST,HWY,82,11/19/2010,AMERICAN RACK CO.                   BURNING PLASTIC ODORS. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,10.0,2.0,5.4,9.0,11.5,39.5,32875,21.0
189,DOECOMP39279,Air Pollution Work Order,"6650 N HARLEM AVE, CHICAGO, IL",Edison Park,6650,,N,HARLEM,AVE,137,05/03/2010,CALLER STATES THAT WORKERS ARE CUTTING BRICKS CAUSING DUST ALL OVER THE AREA NOT USING WATER. OBSERVED WATER IN USE FOR DUST MINIMIZATION. MUD ON PUBLIC WAY BEING REMOVED DURING INSPECTION. NO EXCESSIVE DUST WAS OBSERVED. MUD OBSERVED WAS CLEANED DURING THIS INSPECTION. INFORMED COMPLAINANT OF FINDING 5/20/2010.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,9.0,1.1,3.3,6.5,7.4,35.3,40959,8.0
190,DOECOMP39391,Air Pollution Work Order,"6910 S HARVARD AVE, CHICAGO, IL",Englewood,6910,,S,HARVARD,AVE,122,03/18/2010,RESIDENTIAL ALLEY                   CALLER STATES THAT WORKING ON CARS CAUSING STRONG FUMES TO COME INTO HIS HOME. I SPOKE WITH OWNER HE STATED THAT HE WORK ON HIS FAMILY VEHICLES. I EXPLAINED TO HIM THAT IT LOOKS LIKE HE WAS OPERATING AN ILLEGAL MVR.  REFERRED MATTER TO REVENUE SR# 10-00354146.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,68.0,3.8,46.6,28.0,28.5,42.5,11888,94.0
191,DOECOMP31561,Air Pollution Work Order,"7401 S LOWE AVE, CHICAGO, IL",Englewood,7401,,S,LOWE,AVE,14,03/25/2010,CALLER STATES THAT THERE ARE 3 CAR REPAIR SHOPS IN THIS NEIGHBORHOOD AND THE ODOR IS VERY BAD. MET WITH OWNER OF THE BLDG DID A WALK THROUGH. I TOLD MR MOORE HE NEED TO DUE A CLEAN UP THE BLDG.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,68.0,3.8,46.6,28.0,28.5,42.5,11888,94.0
192,DOECOMP30022,Air Pollution Work Order,"6800 S WENTWORTH AVE, CHICAGO, IL",Englewood,6800,,S,WENTWORTH,AVE,69,04/09/2010,BRANDENBURG CONSTRUCTION            THE OLD KENNEDY KING COLLEGE IS BEING TORN DOWN AND CAUSING DUST ALL OVER THE AREA. OBSERVED MINIMAL DUST EMISSION FROM THE WORK BEING DONE. WATER WAS BEING USE AT THIST IME ALSO NO EVIDENCE OF TRAKING OUT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,68.0,3.8,46.6,28.0,28.5,42.5,11888,94.0
193,DOECOMP30023,Air Pollution Work Order,"6800 S WENTWORTH AVE, CHICAGO, IL",Englewood,6800,,S,WENTWORTH,AVE,69,08/18/2010,OLD KENNEDY KING COLLEGE            GRINDING UP MATERIALS CAUSING WHITE DUST HAZE ALL OVER THE AREA. I SAW NO EXCESSIVE DUST EMISSIONS FROM THE CRUSHING OPERATION DURING THIS INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,68.0,3.8,46.6,28.0,28.5,42.5,11888,94.0
194,DOECOMP34762,Air Pollution Work Order,"10459 S HOYNE AVE, CHICAGO, IL",Beverly,10459,,S,HOYNE,AVE,81,12/15/2010,"PUBLIC STREET                       STRONG CHEMICAL ODORS. ARRIVAL TO SITE INVESTIGATION DETECTED CHEMICAL ODOR EMANATING FROM CITY SEWER MANHOLE COVERS. SEVERAL RESIDENTS ALSO CALLED TO COMPLAIN OF THE ODOR INSIDE THEIR HOMES. JOINT INVESTIGATION BY DOE AND MWRD DETERMINED THE ODOR WAS ORIGINATING FROM 'BLUE ISLAND PHENOL' LOCATED AT 3350 W 131ST ST, BLUE ISLAND, IL 60406. ACCORDING TO MWRD EARLIER TODAY THEY WERE AWARE OF REPORTED ISSUES AT THIS FACILITY. THESE ISSUES APPARENTLY CAUSED THE ABOVE ODOR THAT EXCESSIVELY BREACHED THE CITY SEWER SYSTEM. DOE NOTIFIED OEMC AND 311 OF THESE FINDINGS, AND REQUESTED WATER MANAGEMENT TO POWER FLUSH THE SYSTEM WHICH DISSIPATED THE ODOR. DOE TURNED CULPRIT SITE OVER TO MWRD AND IEPA (JIM CLARKE).",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,72.0,0.9,5.1,8.0,3.7,40.5,39523,12.0
195,DOECOMP1546,Air Pollution Work Order,"11230 S VINCENNES AVE, CHICAGO, IL",Beverly,11230,,S,VINCENNES,AVE,77,03/09/2010,RESIDENTIAL BLDG.                   STRONG CHEMICAL ODORS COMING FROM ABOVE LOCATION. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,72.0,0.9,5.1,8.0,3.7,40.5,39523,12.0
196,DOECOMP581,Air Pollution Work Order,"10210 S VINCENNES AVE, CHICAGO, IL",Beverly,10210,,S,VINCENNES,AVE,81,03/25/2010,UNCLE JOE'S RESTAURANT              SMOKE AND FOUL ODORS. INVESTIGATION DETECTED NO FOOD ODOR OR VISIBLE SMOKE EMISSIONS. SPOKE WITH EMPLOYEE WHO WAS INSTRUCTED TO HAVE OWNER OR MANAGER CONTACT DOE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,72.0,0.9,5.1,8.0,3.7,40.5,39523,12.0
197,DOECOMP448,Air Pollution Work Order,"10126 S WESTERN AVE, CHICAGO, IL",Beverly,10126,,S,WESTERN,AVE,85,10/12/2010,LITTLE LAMB PRIVATE SCHOOL          REMOVING WALLS AND WINDOWS CAUSING LOTS OF DUST. OBSERVED NO WORKERS ON SITE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,72.0,0.9,5.1,8.0,3.7,40.5,39523,12.0
198,DOECOMP10141,Air Pollution Work Order,"222 W HUBBARD ST, CHICAGO, IL",Near North Side,222,,W,HUBBARD,ST,120,02/17/2010,CALLER STATES THAT WORKERS ARE TARRING THE ROOF CAUSING SMOKE AND ODORS. FOUND NO REFUSE BEING THROWN FROM ROOF SUBJECT WAS FUMES FROM KETTLER AND CONTRACTOR WAS DONE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,8.0,1.9,12.9,7.0,2.5,22.6,88669,1.0
199,DOECOMP40360,Air Pollution Work Order,"851 N LA SALLE ST, CHICAGO, IL",Near North Side,851,,N,LA SALLE,ST,135,10/20/2010,COMPANY IS CUTTING CONCRETE NOT USING WATER SO THE DEBRIS AND DUST IS GOING ALL OVER THE AREA. OBSERVED NO DUST OR ANY MAJOR PROBLEMS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,8.0,1.9,12.9,7.0,2.5,22.6,88669,1.0
200,DOECOMP35942,Air Pollution Work Order,"211 W ONTARIO ST, CHICAGO, IL",Near North Side,211,,W,ONTARIO,ST,85,09/16/2010,RESIDENTIAL BLDG.                   CALLER STATES THAT WORKERS ARE DOING INTERIOR WORK CAUSING STRONG FUMES ON INSIDE OF BLDG MAKING PEOPLE SICK. OBSERVED NO ODORS ON ANY FLOORAT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,8.0,1.9,12.9,7.0,2.5,22.6,88669,1.0
201,DOECOMP9688,Air Pollution Work Order,"215 W ONTARIO ST, CHICAGO, IL",Near North Side,215,,W,ONTARIO,ST,137,12/13/2010,COMMERCIAL BUILDING                 FACCILITY ON 1ST FLOOR IS DOING WORK CAUSING VERY STRONG FUMES. DETECTED SEWER GAS ODORS ONLY. NO ACTIVITY OBSERVED AT ABOVE SITE DURING INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,8.0,1.9,12.9,7.0,2.5,22.6,88669,1.0
202,DOECOMP2465,Air Pollution Work Order,"1220 N LA SALLE ST, CHICAGO, IL",Loop,1220,,N,LA SALLE,ST,120,01/06/2010,CALLER STATES THAT STRONG FUMES COMING FROM ABOVE LOCATION. DETECTED NO NOISE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,32.0,1.5,14.7,5.7,3.1,13.5,65526,3.0
203,DOECOMP1778,Air Pollution Work Order,"111 N LAKE SHORE DR, CHICAGO, IL",Loop,111,,N,LAKE SHORE,DR,22,06/02/2010,COLUMBIA YATCH CLUB                 CALLER STATES THAT DUST AND PAINT CHIPS ARE ALL OVER THE AREA. OBSERVED LEAD PAINT CHIPS WITH MIXED UST PARTICULATES AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,32.0,1.5,14.7,5.7,3.1,13.5,65526,3.0
204,DOECOMP32158,Air Pollution Work Order,"754 S WABASH AVE, CHICAGO, IL",Loop,754,,S,WABASH,AVE,81,06/16/2010,BUDDY GUY'S                         CALLER STATES THAT WORKERS CAUSING DUST ALL OVER THE AREA ALSO USING GARDEN HOSE TO WATER DOWN. OBSERVED NO DUST WATER IN USE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,32.0,1.5,14.7,5.7,3.1,13.5,65526,3.0
205,DOECOMP4227,Air Pollution Work Order,"1349 S WABASH AVE, CHICAGO, IL",Loop,1349,,S,WABASH,AVE,135,07/07/2010,SEE WONG                            CONSTRUCTION SITE CLEANLINESS. OBSERVED THE FENCE ON SW CORNER DOWN. I SPOKE WITH OWNER HE WILL PUT THE FIXED THE FENCE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,32.0,1.5,14.7,5.7,3.1,13.5,65526,3.0
206,DOECOMP32745,Air Pollution Work Order,"819 S WABASH AVE, CHICAGO, IL",Loop,819,,S,WABASH,AVE,85,09/09/2010,UNION CONTRACTING                   CALLER STATES THT WORKERS ARE GRINDING CAUSING DUST ALL OVER THE AREA. RESPONDENT ALLOW AND CAUSING DUST. ISSUED NOV'S.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,32.0,1.5,14.7,5.7,3.1,13.5,65526,3.0
207,DOECOMP28109,Air Pollution Work Order,"605 S WABASH AVE, CHICAGO, IL",Loop,605,,S,WABASH,AVE,85,09/14/2010,RESIDENTIAL BLDG.                   THEY ARE PAINTING A FIRE ESCAPE AND PAINT CHIPS ARE COMING DOWN ONTO THE SIDE WALK. UNFOUNDED NO PARKING LOT STAINS NO CHIPS FOUND.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,32.0,1.5,14.7,5.7,3.1,13.5,65526,3.0
208,DOECOMP32746,Air Pollution Work Order,"819 S WABASH AVE, CHICAGO, IL",Loop,819,,S,WABASH,AVE,85,09/22/2010,CALLER STATES THAT WORKERS ARE GRINDING CAUSING DUST ALL OVER THE AREA. NO EVIDENCE OF DUST AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,32.0,1.5,14.7,5.7,3.1,13.5,65526,3.0
209,DOECOMP122,Air Pollution Work Order,"1 W WASHINGTON ST, CHICAGO, IL",Loop,1,,W,WASHINGTON,ST,22,06/01/2010,ENGINEERED FACADE SOLUTIONS         CALLER STATES THAT FACILITY IS GRINDING CONCRETE CAUSING DUST ALL OVER THE AREA. RESPONDENT FAILED TO HAVE A PERMIT FOR GRINDING WORK ON THE ABOVE ADDRESS. RESPONDENT CAUSED AND ALLOWED WINDBOURNE DUST.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,32.0,1.5,14.7,5.7,3.1,13.5,65526,3.0
210,DOECOMP7157,Air Pollution Work Order,"176 W WASHINGTON ST, CHICAGO, IL",Loop,176,,W,WASHINGTON,ST,135,07/23/2010,ARCHITECTURAL DESIGN INC.           SANDBLASTING POSSIBLE LEAD PAINT CAUSING DUST IN AMBIENT AIR. RESPONDENT DID GRINDING AND CHIPPING CLEANING WITHOUT THE REQUIRED DOE PERMIT AT ABOVE LOCATION. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN RELATION OF WORK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,32.0,1.5,14.7,5.7,3.1,13.5,65526,3.0
